786	cratis	0.019	81.8	
787	oppugno	0.019	81.8	
788	prodeo	0.019	81.9	
789	remaneo	0.019	81.9	
790	consulo	0.019	81.9	
791	aggero	0.019	81.9	
792	funditor	0.019	81.9	
793	sumo	0.019	82.0	
794	tal	0.019	82.0	
795	constitus	0.019	82.0	
796	confestim	0.019	82.0	
797	quaestor	0.019	82.0	
798	conscribo	0.019	82.1	
799	reddo	0.019	82.1	
800	cordubam	0.019	82.1	
801	familiaris	0.019	82.1	
802	experior	0.019	82.1	
803	uticam	0.019	82.1	
804	summitto	0.019	82.2	
805	caput	0.019	82.2	
806	vester	0.019	82.2	
807	aeduorum	0.019	82.2	
808	firmus	0.018	82.2	
809	materia	0.018	82.3	
810	tectum	0.018	82.3	
811	litus	0.018	82.3	
812	scapha	0.018	82.3	
813	conspicor	0.018	82.3	
814	laus	0.018	82.4	
815	deus	0.018	82.4	
816	verto	0.018	82.4	
817	angustia	0.018	82.4	
818	procurro	0.018	82.4	
819	protinus	0.018	82.4	
820	nascor	0.018	82.5	
821	suscipio	0.018	82.5	
822	necesse	0.018	82.5	
823	barbarus	0.018	82.5	
824	persequor	0.018	82.5	
825	noceo	0.018	82.5	
826	an	0.018	82.6	
827	ivli	0.018	82.6	
828	commentariorvm	0.018	82.6	
829	potis	0.018	82.6	
830	varis	0.018	82.6	
831	congredior	0.018	82.7	
832	sabinus	0.018	82.7	
833	oppono	0.017	82.7	
834	praesertim	0.017	82.7	
835	remex	0.017	82.7	
836	praesto	0.017	82.7	
837	victor	0.017	82.8	
838	vir	0.017	82.8	
839	redigo	0.017	82.8	
840	vicus	0.017	82.8	
841	eripio	0.017	82.8	
842	deterreo	0.017	82.8	
843	auctor	0.017	82.9	
844	gens	0.017	82.9	
845	nihilum	0.017	82.9	
846	circumdo	0.017	82.9	
847	celer	0.017	82.9	
848	intercedo	0.017	83.0	
849	vii	0.017	83.0	
850	decedo	0.017	83.0	
851	servo	0.017	83.0	
852	singularis	0.017	83.0	
853	suspicio	0.017	83.0	
854	communis	0.017	83.1	
855	verbum	0.017	83.1	
856	vox	0.017	83.1	
857	desero	0.017	83.1	
858	profectio	0.017	83.1	
859	pararis	0.017	83.1	
860	xv	0.017	83.2	
861	fabius	0.017	83.2	
862	afranius	0.017	83.2	
863	neu	0.017	83.2	
864	unde	0.017	83.2	
865	poena	0.017	83.2	
866	despicio	0.017	83.3	
867	species	0.017	83.3	
868	obsidibus	0.017	83.3	
869	ariovistus	0.017	83.3	
870	incendium	0.016	83.3	
871	vinea	0.016	83.3	
872	servus	0.016	83.4	
873	dissensio	0.016	83.4	
874	natio	0.016	83.4	
875	comperio	0.016	83.4	
876	contumelia	0.016	83.4	
877	cado	0.016	83.4	
878	onus	0.016	83.5	
879	occulo	0.016	83.5	
880	eicio	0.016	83.5	
881	scutum	0.016	83.5	
882	utrimque	0.016	83.5	
883	nobilis	0.016	83.5	
884	longitudo	0.016	83.6	
885	mediocris	0.016	83.6	
